user,location,text,sentiment,probability
aitor13023985,Bilbao,me falta añadir que podemos es tendencia con . vistas en  horas. mi ultimo video sobre irene montero pasa de… twurl,Positivo,61
Anonymmous13,Terra Meiga.,gestion del twhashtag por provincias. parece que almeida es un buen gestor. twurl,Positivo,89
VeronikMGWV,ℬℴץςσҭҭ  ﾌλpλη 🇧️🇴️🇾️🇨️🇴️🇹️🇹️🇨️🇭️🇮️🇳️🇦️❗🇪️🇳️🇩️🇹️🇭️🇪️🇩️🇴️🇬️🇲️🇪️🇦️🇹️🇹️🇷️🇦️🇩️🇪️❗,twmention twmention twmention los rebrotes o re☣️infecciones son mas virales y mortales. muerte por colap… twurl,Positivo,87
PSOEMoratalaz,Madrid,hoy hemos hecho el primer encuentro de militantes por videollamada en nuestra habitual charla semanal y ha sido fan… twurl,Positivo,86
hugofvega,"Tineo - Gijón, Asturias",twmention vais a revisar lo mismo que este mes y medio.. una 💩. twmention twmention twmention como es p… twurl,Positivo,90
GuilleGarciacan,Canarias 🇮🇨,📽asi desinfectan los profesionales  twhashtag 🦠😷 twurl,Positivo,92
olmocris,Madrid,que cunda el ejemplo! twhashtag twurl,Positivo,90
PalomaCuenca,"Cuenca, España (Spain)","elige una palabra bonita y nomina a cinco personas mas para que tambien compartan, la mia es: twhashtag a sali… twurl",Positivo,82
AlbaneseMartha,,"amigos agricultores, porque ustedes son importantes para nosotros, sigue estas recomendaciones basicas y ayudemos a… twurl",Positivo,77
BiromeKamikaze,Argentina,loco#cuarentena twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
jmolinaml,"Teruel, España",alemania se pone en marcha: merkel anuncia el reinicio gradual de la vida publica || twhashtag twurl,Positivo,78
ElLeonDelNortee,,"la secretaria de salud de twhashtag a traves del twmention informa que al dia de hoy miercoles  de abril, s… twurl",Positivo,95
PanchDominguez,"Querétaro, Querétaro Arteaga",twhashtag evitar el contagio de twhashtag juntos debemos salir adelante de esta pandemia. twhashtag twurl,Positivo,91
tmbforumglobal,,¿como afrontar los riesgos en tiempos del coronavirus?en este articulo de twurl les compartimos… twurl,Positivo,85
VisualMedica,,twhashtag gratuita para combatir la pandemiasumamos esfuerzos para combatir esta epidemia.institutos o cent… twurl,Positivo,79
PuntoMedioEdo,Cuautitlán Izcalli,😷👧👇ofrece twmention diputada por c. twhashtag su apoyo a niñas y mujeres ante emergencia de twhashtag twurl,Positivo,96
AdrianPimiento,"Santiago, Chile","el gobierno oculta los muertos y ademas asesina a los familiares para que no hablen.. y a los vecinos tambien, obv… twurl",Positivo,54
NlCovid,,twhashtag  de crecimiento de casos de twhashtag twhashtag en twhashtag al dia de hoy  de abril  twurl,Positivo,93
NMnoticias,"Montreal, Canadá",% de fallecidos por twhashtag en twhashtag vivian en residencias para personas de la tercera edad… twurl,Positivo,90
MxEspectador,"Tamaulipas, México",twhashtag // confeccionan cubrebocas en el cedes de victoria. twhashtag twhashtag twhashtag twhashtag twurl,Positivo,92
rbksokol,,durante la emergencia sanitaria por twhashtag no abandones a tus animales de compañia.consulta aqui la informacion… twurl,Positivo,86
SeremiSalud_I,"Iquique, Chile","✅ 🚌 visitamos los terminales de microbuses de twhashtag para conocer las medidas de higiene, empleadas en la pr… twurl",Positivo,84
IdeoSoleimani,,yo pensando como puedo abrir la puerta despues de lavarme las manos por  segundos. twhashtag twhashtag twurl,Positivo,86
ERGuerrero593,"Quito, Ecuador",hablaban de fosas comunes cuando a penas habian  muertos en twhashtag hoy nos dicen que son  confirmados por… twurl,Positivo,78
belemjl,Madrid,y llego el video esperado de twmention . gracias a todos!! twhashtag twhashtag,Positivo,97
Chemist75034308,,usar twhashtag permite prevenir no solo del twhashtag sino tambien de enfermedades respiratorias de invi… twurl,Positivo,80
alfredobonilla,,"asi se ve y suena un 'grand slam' de baseball en tiempos de twhashtag estadio vacio, con maniquies en algunas grad… twurl",Positivo,84
siempreenlinea7,,"casos de twhashtag a nivel mundial ,, *fallecidos , *recuperados ,. ultima actualizacion  abril… twurl",Positivo,78
StrRode,,twmention twmention twmention twmention he de reconocer que el ministro hace una labor escrupulosament… twurl,Positivo,90
NewsweekEspanol,"México, D. F.","pese a todo pronostico, el hombre de  años logro recuperarse de la twhashtag twurl",Positivo,79
BitacoraBCS,,se prepara twmention para enfrentar la contingencia economica que traera a la twhashtag la contingencia por… twurl,Positivo,87
Periodico5inco,"Cd. Victoria, MX","😷🧪 twhashtag twhashtag de doble capa, seran sometidos a esterilizacion y utilizados donde se requieran.… twurl",Positivo,86
n1_maximo,"Madrid, España","twhashtag del twhashtag por twhashtag hoy toda la familia a tope con sus tareas, su ordenador y sus obligaciones.… twurl",Positivo,94
papasinparadig1,,cocinando pizza para un picnic en la sala. twhashtag twmention twmention twhashtag twhashtag twurl,Positivo,95
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,servipag entrega recomendaciones para adultos mayores en el proceso de cobro de pensiones. twhashtag twhashtag twurl,Positivo,86
MychelleMy1,,"mira, twmention . ahora, ya solo te falta matar un elefante. pero como en españa no tenemos, hazte la foto con… twurl",Positivo,58
TricomSV,"San Salvador, El Salvador",webinar sobre comunicacion de crisis en la pandemia del twhashtag twhashtag,Positivo,61
ElCacao_,"Miranda, Venezuela","gob. twmention ministro de energia electrica: le exijo, le solicito, le propongo, lo exhorto a un plan de conti… twurl",Positivo,77
Reporte_Indigo,CDMX / Guadalajara / Monterrey,"twhashtag | tras la muerte por intoxicacion de varias personas alrededor del mundo, la organizacion mundial de la s… twurl",Positivo,67
w3myrem,I❤🇪🇸 #IWillSurvive,presidente twhashtag que se siente saltandose el confinamiento para 'ir a por ropa'? podemos todos los ciudadanos… twurl,Positivo,89
oyeestoo,"Panama, City",si estas interesado en recibir devocionales diarios escribenos! recuerda seguir a twmention twurl,Positivo,83
defensoria_Guar,,twmention en esta cuarentena colectiva ante la pandemia del  twhashtag  la clave es la prevencion.… twurl,Positivo,92
CLMpressDigital,"Castilla-La Mancha, España",el servicio de mantenimiento de diputacion de cuenca desinfecta los edificios provinciales para luchar contra el co… twurl,Positivo,77
IPMasticard,email: masticard@gmail.com,twmention apoyototala las señoritasde losdiputados yexdiputados de la@asambleacrpor lo que hoymismoapro… twurl,Positivo,86
CLMpressDigital,"Castilla-La Mancha, España",el % de españoles lleva el confinamiento “razonablemente bien” o “muy bien” twurl… twurl,Positivo,91
CLMpressDigital,"Castilla-La Mancha, España",casi . personas identificadas y mas de . vehiculos controlados en las labores de control de la policia loca… twurl,Positivo,75
CLMpressDigital,"Castilla-La Mancha, España","el equipo de gobierno de talavera destaca las actuaciones que se han implementado en desinfeccion, ayudas sociales… twurl",Positivo,78
Alfonso_rx,,venceremos el covid- cantando!!  - quedate - alpha´s adventures twurl via twmention twurl,Positivo,85
CLMpressDigital,"Castilla-La Mancha, España",fecir y ceat muestran su indignacion al llegar tarde las ultimas medidas del gobierno para los autonomos… twurl,Positivo,74
MaikaSpain,Altetico Madrid,twhashtag twhashtag pedro s y porque no c..haves caso a tus votantes incluida yo?vale mas la ..con la que te has alia… twurl,Positivo,84
RadioNacionalFM,"Lima, Peru",twhashtag twhashtag personal del hospital carlos monge medrano realizo el er. simulacro de atencion a pacientes con… twurl,Positivo,87
MachdeportesFM,"Quito, Ecuador",🚨atencion🚨#wwe anuncio la lista de luchadores liberados debido a la crisis del twhashtag maverick (james c… twurl,Positivo,63
maurosamu,santiago de chile,"twmention presidente y los que somos taxistas, colectiveros o trabajan en transporte publico menor que ayuda… twurl",Positivo,88
CLMpressDigital,"Castilla-La Mancha, España",castilla-la mancha pierde . autonomos en el mes de marzo twurl twhashtag twhashtag twurl,Positivo,89
TanyaDiazRemax,"ÜT: 18.456461,-69.955327",juntos en esto. seguimos disponibles para ti online. twhashtag twhashtag twhashtag twhashtag twurl,Positivo,93
CLMpressDigital,"Castilla-La Mancha, España",bellon desgrana las medidas fiscales adoptada por el gobierno local para “estar al lado” de los que mas lo necesite… twurl,Positivo,75
magdalenadeluca,Venezuela,¿esta tu empresa preparada para implementar el twhashtag ante esta situacion? twmention posee la tecnologia neces… twurl,Positivo,90
BonillaRuyS,"Oxford, UK",twmention que ignorancia absoluta la de mi querido twmention . lo invito a informarse y a estudiar algo de e… twurl,Positivo,90
emesejota,Barcelona/Valladolid,no tiene twhashtag . es una mujer victima de violacion en africa. mañana se estrena el documental.… twurl,Positivo,86
ClinicoFusat,,era clinica en lograr tercera acreditacion en la region y el to prestador privado de alta complejidad en regiones… twurl,Positivo,81
LealNati,"Madrid, Comunidad de Madrid",twmention exacto. intentar tapar toda una gestion fallida sacando a rajoy en chandal me parece cuànto menos infant… twurl,Positivo,78
CLMpressDigital,"Castilla-La Mancha, España",eurocaja rural y fedeto firman un acuerdo financiero de ‘soluciones’ para paliar el impacto del covid-… twurl,Positivo,74
CLMpressDigital,"Castilla-La Mancha, España",de la rosa: “hay que seguir avanzando en medidas extraordinarias y urgentes para la recuperacion del empleo y las p… twurl,Positivo,74
TauroniMaria,,twmention nos quejamos por tanto! si un par de minutos al dia pensaramos en ellos. ahora mismo con el twhashtag ha… twurl,Positivo,90
Jesus_Enrique88,Los Cuatro Diablos - Chile !!,servipag twmention entrega recomendaciones para adultos mayores en el proceso de cobro de pensiones y nuevos… twurl,Positivo,86
RuidoEnLaRed,,"no, no y no 🚫dice la diputada dolores padierna, que en la fase , de la emergencia sanitaria por twhashtag no hab… twurl",Positivo,77
DiarioInstante,"San Salvador, El Salvador",twhashtag || abraham abrego menosprecia medidas de contencion  para pandemia de twhashtag twurl via twmention,Positivo,89
HugoAngelBustos,"Tucuman, Argentina",secretaria de servicios publicos municipalidad de san miguel de tucuman. twhashtag #,Positivo,80
CharlyBerry_24,,y tu cuanto has donado para los necesitados? asi son estas basuras de artistas comunistas twhashtag twurl,Positivo,87
earcascos,,twmention twmention twmention twmention twmention twmention twmention que gusto da ver… twurl,Positivo,94
CoparmexMat,"Matamoros, Tamaulipas",el gob. de tamaulipas twmention sustuvo una videoconferencia con el pte. de twmention carlos a. gonzalez y… twurl,Positivo,93
Agenda2030MX,Mexico,importante el anuncio que dio a conocer la twmention  para dar atencion inmediata a las victimas de delitos federal… twurl,Positivo,75
NOTICIEROS7,"San Luis Potosí, MX","twhashtag ""unica preocupacion"" de oms es salvar vidas y ""no hay tiempo que perder"", dice director#covid… twurl",Positivo,77
889Noticias,Ciudad de México,el twmention sancionara a las empresas de actividades no esenciales que esten desacando la medida de prevencion sanitaria  por twhashtag,Positivo,74
FundsSociety,"Miami, Florida",¿cuando se producira la proxima recesion en estados unidos? twmention twhashtag twhashtag twhashtag twmention twurl,Positivo,94
tehuacan_radio,Casa Comunal Av.14 De Diciembr,"el comisionado presidencial de proyectos estrategicos, twmention informo que han recibido $ m. en cooperaci… twurl",Positivo,83
hectoreliam,Ecuador,la noticia tiene veracidad desde: “.. una ciudad que cada vez tiene mas..” el resto (lo anterior) twhashtag pero cl… twurl,Positivo,89
telediariomty,,🔴 twhashtag 🔴aumenta a  la cifra de contagios por twhashtag en nuevo leon➡ twurl twurl,Positivo,94
PckVargas,"Frutillar, Chile",twmention fue una tremenda confrontacion de egos! nula empatia en tiempos de crisis! mal aun sabiendo que de deb… twurl,Negativo,62
AsocHotelesCDMX,"Anzures, Miguel Hidalgo","el palacio de bellas artes, la torre latinoamericana y el angel de la independencia son de los lugares mas iconicos… twurl",Positivo,82
JefeArica,,"el twmention informa la siguiente resolucion a la ciudadania, en donde dispone prorroga de medida de aislamiento e… twurl",Positivo,84
TAMPMCORONAVIR1,,👉aqui el enlace al  video de la noticia en el canal avila  y la entrevista a nuestro compañero jose luis:… twurl,Positivo,90
doctoraforense,Mexico City and Metropolitan A,twhashtag manifestaciones virtual de profesionales de la salud puebla conectate este  de abril  … twurl,Positivo,85
PerezChueco,,algo bonito en esta twhashtag twhashtag twurl,Positivo,94
tuiteralexandra,"Barquisimeto, Venezuela",twhashtag ¿aun no has participado? ¡no esperes mas! solo debes ingresar al sistema patria y responder… twurl,Positivo,77
MonicaConCuba,"Allá, en el Sur.Bío-Bío, Chile","oye, yegua descastada@jeanineanez ,deja entrar a su pais a las  hermanas y hermanos bolivianos  que esperan en la… twurl",Positivo,65
soloboletines,,. twmention solicita a las autoridades del centro penitenciario y de reinsercion social de cuautitlan implementar protoc… twurl,Positivo,81
aimectl,"Washington, DC",valerio lo vencio 👴🏼💪🏼 twhashtag twhashtag twhashtag twurl,Positivo,92
RadioSonora947,"Sonora, México",😷trabaja la secretaria de salud con comunidades indigenas para evitar propagacion del twhashtag el inegi a… twurl,Positivo,82
eselprimerpalo,,🇦🇷 la estatua de maradona en buenos aires ya tiene su mascarilla contra el twhashtag twurl,Positivo,94
carolroberts0,,"excelente la suspension de plano que la firma twmention consiguio ante el juzgado federal, vayan a su perfil a… twurl",Positivo,86
Hector_Calderin,Las Palmas de Gran Canaria,desde que empezo esta pesadilla del twhashtag he trabajado y leido mas que nunca el twhashtag 🧐trabajando por las mañana… twurl,Positivo,93
cesarau69454649,Cali Colombia.,"decia muy claro la twmention que no era una pandemia y a su vez, sabia lo de twhashtag y el twhashtag twurl",Positivo,94
TungurahuaCJ,Ambato - Ecuador,"🔴dato l 🏦 porque la integridad de nuestros servidores judiciales nos importa, durante la emergencia sanitaria por e… twurl",Positivo,73
verorivadeneira,,italia probara vacuna contra twhashtag a fines de abril twurl,Positivo,85
r2d2_jrz,Cd. Juarez Chih.,me llama la atencion este tipo de alertas; mas por el hecho que eeuu es el foco # de twhashtag  con mas de mil de… twurl,Positivo,85
FdezgFran,,¿os he dicho ya que tengo unos vecin@s muy majos? twhashtag twhashtag twhashtag twhashtag twurl,Positivo,91
victoriatorresr,"Jalisco, México"," personas con twhashtag twhashtag en nuevo leon, la cifra de fallecidos se mantiene en ",Positivo,89
AspaniasBurgos,"Burgos, España",🌙 ¡terminamos el dia con otra gran noticia! 👩‍⚕️ realizados con exito todos los test de twhashtag en la residencia… twurl,Positivo,94
diariodeavisos,"Santa Cruz de Tenerife, España",🔴🔴el numero de altas en canarias este miercoles cuadruplica al de nuevos contagios twurl… twurl,Positivo,88
NGNoticiasmx,"Puebla, México","¡milagro! las calles del centro historico fueron liberadas de comerciantes informales, esto luego de que el ejecu… twurl",Positivo,77
exitosape,"Lima, Peru","🔵🔴  twhashtag i dialogamos con omar merino, presidente de la comision de salud del congreso, en exitosa. twhashtag twurl",Positivo,92
Sabbatella,Argentina,desde twmention nos sumamos a colaborar con los dispositivos organizados por la nacion y provincia para dar… twurl,Positivo,85
coahuilaenlinea,Coahuila,twhashtag la twmention reporto el fallecimiento de  personas extranjeras en mexico por twhashtag segun la base de… twurl,Positivo,91
r_cancinoc,"Chile, Talca, Maule",dos jugadores de deportes iquique dieron positivo en control antidoping twhashtag twhashtag,Positivo,84
JALopezRomero,,y luego censuran a los demas cuando lo que hay son twhashtag a todos nos gustaria saber el numero real… twurl,Positivo,89
NlCovid,,twhashtag  twhashtag los casos de twhashtag hasta las . horas del dia de hoy son: confirmados por el i… twurl,Positivo,95
joseprueda,,los tres pies al gato twurl twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag twhashtag,Positivo,91
CdE_UNODC,México D.F.,"twhashtag | la twmention trabaja con los gobiernos, la sociedad civil y los socios comunitarios para la prevencion, tra… twurl",Positivo,87
RadioEducacion,México,twhashtag esta noche el informe tecnico de la secretaria de salud sobre el twhashtag twhashtag twurl,Positivo,92
ClaudiaCodina6,,twmention nos cancela el vuelo para finales de mayo destino menorca por covid-. hasta aqui todo bien. ¿pero como p… twurl,Positivo,92
krispunkt,,mi hija de  años: “soy como el twhashtag que se dobla pero siempre sigue en pie” twhashtag twhashtag twhashtag twurl,Positivo,90
juanpacaiza,"Quito, Ecuador",gracias a twhashtag twhashtag por su apoyo en la desinfeccion contra el twhashtag en nuestro conjunto.… twurl,Positivo,98
ExpPolitica,México,"la alcaldia de la cdmx con mas casos de twhashtag es iztapalapa, seguida de gustavo a. madero y miguel hidalgo twurl",Positivo,82
ISGLOBALorg,Barcelona,"los menores de  años deberian estar fisicamente activos al menos  horas al dia y, a partir de los  años, un mini… twurl",Positivo,71
sehacecamino,"Paris, France/La Habana, Cuba/México/Roma, Italia","twhashtag twhashtag twhashtag soñemos: seria genial estar una noche en napoles, en vez de estar confinado. pero qu… twurl",Positivo,93
AnalistaSinNomb,El Salvador,twhashtag | el gobierno deberia apuntarle a este tipo de comportamiento en su curva de nuevos casos.korea del sur… twurl,Positivo,75
cronicajalisco,"Guadalajara, Jalisco",españa cuenta con un incremento de pacientes infectados con twhashtag debido al aumento de numero de pruebas a la po… twurl,Positivo,78
ElCacao_,"Miranda, Venezuela","twhashtag twmention amplia ancho de banda de su red wifi social en  hospitales,  de ellos centinelas, en venezue… twurl",Positivo,87
FRUEHAUFMEXICO,,"te compartimos las medidas que debes seguir para protegerte contra el covid-, y recuerda quedate en casa.… twurl",Positivo,82
JahairoFM,"Cozumel, Quintana Roo","el enculamiento sin ser nada es una grave enfermedad, peor que el twhashtag",Negativo,66
Correagro,Colombia,para mitigar los efectos de la pandemia de twhashtag en la alimentacion y la agricultura es clave garantizar la cont… twurl,Positivo,90
ecuadorenvivo,Ecuador,twhashtag caida del pib en  seria similar a la de crisis de  twurl twurl,Positivo,68
NuevoMundoRadio,"Entre Ríos, Argentina","twhashtag | brasil confirmo  muertes en las ultimas  horas, lo que lleva a . casos fatales en el pais. seg… twurl",Positivo,74
bogaplentzia,Plentzia,"jose luis korta, entrenador de san juan, cree que la campaña arraunlari se podra realizar con normalidad tras vence… twurl",Positivo,73
KleverSanchezA,#Olmedo #Loja #Ecuador,"cumplimos con nuestro canton, olmedo es cubierto al % con kits alimenticios para todos nuestros habitantes. unid… twurl",Positivo,74
SchmalkoYoni,Paraguay-Itapúa-Encarnación,"dentro de las acciones de prevencion, lucha y mitigacion por la pandemia del twhashtag se han entregado equipos de… twurl",Positivo,78
univadis_es,"Madrid, España",sanidad actualiza su protocolo de actuacion ante el covid- ampliando la poblacion objetivo para los test… twurl,Positivo,70
AztecaNoticias,México,"a un año del tragico incendio de la catedral de notre dame de paris, su reconstruccion esta detenida por el twhashtag twurl",Positivo,86
Planoinforma,"San Luis Potosí, México",el precio del oro subio a un maximo en siete años tras la crisis por el twhashtag lo que llevo a que tailandeses ac… twurl,Positivo,51
Sabescl,"Concepción, Chile",el minsal informo que  personas se encuentran  en estado critico. twhashtag twhashtag twhashtag twhashtag,Positivo,86
MundoEjecutivo,Ciudad de México,la twhashtag descubrio un fraude de millon y medio de euros por venta de mascarillas para twhashtag 😷twurl,Positivo,69
elsoldepuebla1,"Puebla, Puebla, México","⚫️de ser necesario, estado asumira cremacion de fallecidos por twhashtag twurl",Positivo,86
Ecodiariozac,"Zacatecas, México","twhashtag integrantes de la comision de turismo de la twmention se reunieron con eduardo yarto aponte, titular… twurl",Positivo,91
LaCronicaDeHoy,México,"garcia harfuch, aclaro que en la twhashtag continuan los patrullajes diarios en todas las alcaldias para evitar delitos… twurl",Positivo,81
QuintanaRooHoy1,"Cancún, Quintana Roo","twhashtag protegidos con guantes, batas y cubrebocas, tres curas catolicos dan absolucion general a todos los enfe… twurl",Positivo,80
canal6tv,"Acozac 11, Arbolada Ixtapaluca",descartan cremaciones durante pandemia por twhashtag twhashtag || twhashtag ||… twurl,Positivo,91
guardiacivil,España,asino❗guardia civil de twhashtag denuncia a varios vecinos de covaleda que simularon un encierro de twhashtag sin… twurl,Positivo,75
Beatrizglez77,,"que acabe todo esto ya por favor, vale que hay que ser positiva, yo soy positiva pero esto me esta superando un poc… twurl",Positivo,82
Alaincubano,Cuba,interesante dato!me propongo ir a ver ese impacto de bala  en santiago de twhashtag cuando derrotemos la twhashtag twurl,Positivo,93
PoliciaAlbacete,"Albacete, España",twhashtag te ofrece la posibilidad de formar parte de la twhashtag en esta situacion de lucha contra el… twurl,Positivo,85
carloxifre,"Lima, Perú",twmention ayer twmention informo en el diario gestion que hara la devolucion de un % de la cuota de seg… twurl,Positivo,89
RadarbcNoticias,"Mexicali, Baja California","twhashtag // el estado de twhashtag supero los  contagios por twhashtag con un total de , y ademas lle… twurl",Positivo,90
TuiteroSismico,"Santiago, Chile",peru reporte al  de abril aumentan a . los contagiados por twhashtag  fallecidos a la fecha.… twurl,Positivo,84
DatosCoronavir1,,los  paises con mas casos de twhashtag en el mundo.:estados unidos🇺🇸-.:españa🇪🇸-.:italia🇮🇹-… twurl,Positivo,77
espanaesvoz,,🔴 twhashtag newtral rectifica horas despues de la publicacion de españa es voz. twhashtag twhashtag twhashtag twhashtag twurl,Positivo,90
lider919,"Guadalajara, Jal.","twhashtag 🗣️ twhashtag exhortan a titulares del imss, isste y ss a equipar a personal medico -… twurl",Positivo,86
SaludGobPue,,el secretario twmention dio a conocer que se mantiene abierta la convocatoria para la contratacion de persona… twurl,Positivo,87
GobernacionGra1,Honduras,"departamento gracias a dios, municipio de ahuas, los guias realizan visitas domiciliarias en la comunidad wawina ,… twurl",Positivo,89
MaikaSpain,Altetico Madrid,twhashtag twhashtag mascarillas difundir por favor twurl,Positivo,91
robinwinderhc,"New York, NY","!si llegaste hasta aqui lo habras comprendido todo!  cuidate mucho.hace un año atras, yo pase… twurl",Positivo,77
ImpulsoPais,Peru,🚨 twhashtag twhashtag twhashtag esta es la situacion al twhashtag por el twhashtag en peru. para… twurl,Positivo,91
FabiLeonIgnaci1,,twhashtag porque asi disminuiran los contagios de twhashtag mientras hagamos caso a las recomendacione… twurl,Positivo,81
GenteQConstruye,Venezuela,estos son los emprendimientos que facilitan la vida de los colombianos en medio de la emergencia del covid- - inv… twurl,Positivo,75
ConstruGuiaVzla,Venezuela,estos son los emprendimientos que facilitan la vida de los colombianos en medio de la emergencia del covid- - inv… twurl,Positivo,75
ArquitectosVzla,"Caracas, Venezuela",estos son los emprendimientos que facilitan la vida de los colombianos en medio de la emergencia del covid- - inv… twurl,Positivo,75
TeLoCuentoNews,Latinoamerica,"twhashtag 🔴 el ministro de salud de twhashtag marcelo navajas, anuncia que los profesionales y trabajadores de salud de… twurl",Positivo,81
AhoraYaSabemos,Venezuela,estos son los emprendimientos que facilitan la vida de los colombianos en medio de la emergencia del covid- - inv… twurl,Positivo,75
VerterAC,Mexicali B.C.,twhashtag twhashtag twhashtag campaña de twmention y twmention que exige al twmention pronta y… twurl,Positivo,95
carlosriande,Pontevedra-Santiago-Balaídos,no estoy comentando nada del twhashtag porque cada uno sabe lo suyo pero:el dia empezaba con ese eterno debate de… twurl,Positivo,86
azulglaciar,A veces me ubico ,"twmention twmention consulten con virologos/as, para que les expliquen lo rapido que se introduce el twhashtag h… twurl",Positivo,94
VertienteGloba1,Mexico,twhashtag el alcalde twmention entrego nuevas unidades recolectoras y equipos de proteccion a los trabajadores… twurl,Positivo,91
marceloalv_agui,Quilpué,twmention habra pedido su salvoconducto para sacar a pasear a twmention ? recuerde que estamos en cuarentena#covid twhashtag,Positivo,87
Fatima_Masse,,"mas alla del discurso, el presupuesto refleja las verdaderas prioridades del gobierno. si realmente importa el bi… twurl",Positivo,64
josefelipeapaza,Bolivia,twmention una solucion a corto plazo del coronavirus.cada pais que reclute a los jovenes y personas con mejor sis… twurl,Positivo,90
CharlyBerry_24,,y acabar con el comunismo twhashtag twhashtag twhashtag twurl,Positivo,90
PecesGlobo,,twhashtag twurl + millones de contagios a nivel mundial twhashtag twhashtag twurl,Positivo,90
RodriguezParra_,"Distrito Federal, México",recomendaciones de la twmention en los procedimientos endoscopicos durante el twhashtag pacientes son con… twurl,Positivo,92
SimebalCesm,Palma de Mallorca,la crisis se cebara con españa por su gestion del coronavirus twurl twhashtag twhashtag,Positivo,65
esmeral53489930,,"¿por que sigue habiendo gente que cree que el twhashtag solamente es un juego? cientificamente esta comprobado, infe… twurl",Positivo,74
enmitaaguilar,,twmention en su herramienta consejos de seguridad recuerda cuales son las medidas basicas de proteccion basicas contr… twurl,Positivo,82
sodik_tenorio,"Toluca, México",muero de ganas por ver como hbo hace la miniserie del twhashtag y retrate a la twhashtag tan inepta como a los de… twurl,Positivo,89
Cardio_delaGuia,Dénia Benidorm Valencia Spain,"si esto es real.. 🤦🏼‍♂️ nadie se responsabilizara, aqui no pasa nada, el % apoya la gestion.. en fin. twhashtag twurl",Positivo,86
Andres07439170,"Merlo, Argentina",twhashtag no te tenemos miedo ⚪️💪 twurl,Positivo,80
enlafame,"San José, Costa Rica","estados unidos imprimiendo trillones de dolares sin respaldo, para “comprar” la economia. una eventual devaluacion… twurl",Positivo,74
Cardinal_LA,Buenos Aires,"lleva el permiso correspondiente, usa tapabocas y mantene tu higiene y la distancia prudencial..cuidarte es cuida… twurl",Positivo,67
NachoKamacho37,"Pernambuco, Brasil",twmention igual esta inmunizada de gripe española de  y por eso ha conseguido superar el twhashtag i… twurl,Positivo,91
KCGI_65,"NAVARRA, ESPAÑA","twmention el '% son afiliados twmention  con carnet de partido, el gobierno llego tarde y mal  twhashtag sigue mal twhashtag",Positivo,73
NlSalud,,en twhashtag los casos de twhashtag hasta las . horas del dia de hoy son: confirmados por el indre confi… twurl,Positivo,93
ServiuLosLagos,PMC - Chile,nuestro equipo de campamentos twmention junto a seremi twmention twmention y twmention twurl,Positivo,94
imprenal_cr,"La Uruca, San José, Costa Rica","es dificil, pero no imposible. limitemos la cantidad de veces que nos tocamos la cara para prevenir la propagacio… twurl",Negativo,56
DAVID_VK7,"México, Cancún",quieres que la pandemia acabe pronto.solonquedate en casa para evitar mas contagios.. twurl… twurl,Positivo,86
16paumolina,,"que pereza me esta dando la gente, como se nota el aburrimiento que esta causando nuestro amigo twhashtag",Positivo,76
JusElectoralMx,México,las elecciones de twhashtag e twhashtag se realizaran hasta que sea seguro para todas y todos. twhashtag twurl,Positivo,93
venadomestizo,méxico,compartan por favor. materiales en lenguas indigenas para uso libre sobre el twhashtag twurl,Positivo,84
PadreJesusLarez,,"🛐oremos por los privados de libertad en las carceles donde esta hay twhashtag sana señor jesus a tus hijos, que se… twurl",Positivo,84
AETCPS,"Madrid, Comunidad de Madrid",. twmention realiza pruebas del twhashtag antes de cada vuelo para evitar su propagacion. twmention twmention medid… twurl,Positivo,92
ComunicacionQR,"Quintana Roo, México",durante la emergencia por twhashtag  🦠#covid el gobierno del estado tiene el programa ✋… twurl,Positivo,83
r_cancinoc,"Chile, Talca, Maule",estudio advierte que pacientes con twhashtag pueden contagiar  dias antes de mostrar sintomas twhashtag,Positivo,79
TorDay61,"Buenos Aires, Argentina",twmention twmention twmention twmention twmention twmention twhashtag twhashtag twurl,Positivo,95
v_galvan_rocha,"Cancún, Q.Roo",reporte de twhashtag en twhashtag,Positivo,88
mynameisPonny,Hyrule Field,les indigna lo del youtuber que salio a hacer su desmadrito de twhashtag pero son expertos en celebrar a la gente pendeja y hacerla famosa.,Positivo,71
jhourcade,"Buenos Aires, Argentina",el / con el apoyo de twmention y twmention se realizo otro webinario sobre twhashtag y vih el video completo… twurl,Positivo,96
televisazac,Av. Pedro Coronel No. 56 Zac,🔴 suman  los casos positivos de twhashtag en el estado de twhashtag hasta ahora. twhashtag twurl,Positivo,89
BabesZibila_BI,BILBAO (Bizkaia),sabemos que el confinamiento puede resultar duro y mas para aquellas personas que viven solas o tienen trastornos e… twurl,Positivo,62
